id,Faixa Etária,Gênero,Cor,Área de Residência,Tipo de Escola no Ensino Médio,Trabalha,Renda Individual,Escolaridade dos Cuidadores,Renda Familiar Total,Área Conhecimento,Período,responsaveis_custear_estudos,Bolsa ProUni,Foi bom aluno no E.M,Incentivo para Universidade,Influência externa na decisão,Contato com graduados,Capital cultural,Satisfação com a escolha do curso,Satisfação com o desempenho,Percepção de satisfação dos professores,Participação em atividades extracurriculares,Relações positivas na universidade,Organização do tempo,Outras responsabilidades não interferem nos estudos,Ambiente adequado em casa,Teve expansão cultural,Tem suporte dos amigos,Percebe suporte da Universidade,Mal-estar na Universidade,Prejuízos por desafios extraacadêmicos,Frequentemente deseja trancar o curso,Expectativas alcançadas,Faixa Etária_numerico,Gênero_numerico,Cor_numerico,Área de Residência_numerico,Tipo de Escola no Ensino Médio_numerico,Trabalha_numerico,Renda Individual_numerico,Escolaridade dos Cuidadores_numerico,Renda Familiar Total_numerico,Área Conhecimento_numerico,Período_numerico,responsaveis_custear_estudos_numerico,Bolsa ProUni_numerico,Foi bom aluno no E.M_numerico,Incentivo para Universidade_numerico,Influência externa na decisão_numerico,Contato com graduados_numerico,Capital cultural_numerico,Satisfação com a escolha do curso_numerico,Satisfação com o desempenho_numerico,Percepção de satisfação dos professores_numerico,Participação em atividades extracurriculares_numerico,Relações positivas na universidade_numerico,Organização do tempo_numerico,Outras responsabilidades não interferem nos estudos_numerico,Ambiente adequado em casa_numerico,Teve expansão cultural_numerico,Tem suporte dos amigos_numerico,Percebe suporte da Universidade_numerico,Mal-estar na Universidade_numerico,Prejuízos por desafios extraacadêmicos_numerico,Frequentemente deseja trancar o curso_numerico,Expectativas alcançadas_numerico
302,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana periférica.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).",Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Ensino Médio completo.,Até 1 salário mínimo e meio,Ciências Humanas,1° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Não concordo nem discordo,Concordo,4,4,3,2,3,4,1,7,8,5,9,5,1,3,3,2,1,2,3,3,3,1,3,2,1,3,2,3,2,1,1,2,3
303,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana periférica.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).","Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,Até 3 salários mínimos,Ciências Humanas,1° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,4,4,5,2,3,1,2,7,7,5,9,5,1,3,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,2,1,3
304,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana central.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).","Sim, eventualmente.",Até 3 salários mínimos,Pós-graduação completa,De 7 a 11 salários mínimos,Ciências Sociais,3° Período,"Meus estudos são custeados integralmente por outra(s) pessoa(s)., Tenho benefício e/ou desconto institucional (professores, funcionários, ex-alunos, empresas parceiras, etc.).",Não,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,4,3,3,3,3,3,7,3,3,4,7,22,2,2,3,3,3,3,2,1,1,1,1,1,1,3,1,2,1,3,3,3,2
305,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período integral.",Até 1 salário mínimo e meio,Graduação completa.,De 4 a 6 salários mínimos,Ciências Humanas,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Concordo,Concordo,Discordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Discordo,4,4,5,3,4,2,8,5,5,5,5,25,2,2,3,3,3,2,1,2,2,1,1,1,3,3,1,1,1,2,3,3,1
306,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana periférica.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,Acima de 11 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,4,3,5,2,4,1,2,7,9,4,5,25,2,2,2,3,3,3,3,2,2,1,3,1,2,3,3,3,3,3,2,1,3
307,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana periférica.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Até 1 salário mínimo e meio,Pós-graduação completa,Acima de 11 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,4,4,5,2,4,1,8,3,9,4,5,25,2,2,3,3,2,3,3,2,2,3,2,2,1,2,2,1,1,3,2,1,1
308,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Pós-graduação completa,De 4 a 6 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por mim.,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Discordo,Discordo,4,3,5,3,4,1,2,3,5,4,5,31,2,3,3,3,3,3,3,3,3,3,3,2,1,3,1,3,2,1,2,1,1
309,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, eventualmente.",Acima de 11 salários mínimos,Ensino Médio completo.,Acima de 11 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Discordo,Concordo,4,4,3,3,4,3,9,7,9,4,5,25,2,3,2,1,3,1,3,3,2,1,3,3,3,3,3,2,3,3,3,1,3
310,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana periférica.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Graduação completa.,Acima de 11 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Concordo,4,3,5,2,4,1,2,5,9,4,5,25,2,3,3,3,3,1,3,3,3,3,3,2,1,3,3,3,3,1,3,1,3
311,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Graduação completa.,De 3 a 4 salários mínimos,Ciências Sociais,5° Período,"Meus estudos são custeados integralmente por outra(s) pessoa(s)., Tenho benefício e/ou desconto institucional (professores, funcionários, ex-alunos, empresas parceiras, etc.).",Não,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,4,3,5,3,4,1,2,5,6,4,5,22,2,3,2,1,3,3,3,2,2,3,3,3,2,1,2,3,3,2,1,1,3
312,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período integral.",Até 1 salário mínimo e meio,Pós-graduação completa,Acima de 11 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,4,3,5,3,4,2,8,3,9,4,5,25,2,3,3,3,3,3,3,2,2,3,3,3,1,3,1,3,3,1,1,1,3
313,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Fundamental completo.,Acima de 11 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,4,4,3,3,4,1,2,8,9,4,5,25,2,3,3,2,2,3,3,3,3,1,3,3,2,3,2,3,2,2,2,1,2
314,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período integral.",Até 1 salário mínimo e meio,Ensino Fundamental completo.,Acima de 11 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Discordo,4,4,5,3,4,2,8,8,9,4,5,25,2,1,3,3,3,3,2,1,2,1,3,1,1,3,2,2,1,3,3,3,1
315,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana periférica.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período integral.",Até 3 salários mínimos,Graduação completa.,Acima de 11 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Não concordo nem discordo,4,4,5,2,4,2,7,5,9,4,5,25,2,3,3,1,3,3,3,3,3,1,3,2,2,3,2,3,3,3,3,1,2
316,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Pós-graduação completa,Acima de 11 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,4,3,5,3,4,4,1,3,9,4,5,25,2,2,3,3,3,3,3,1,1,3,3,2,1,1,1,3,2,3,3,3,2
317,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,Acima de 11 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,4,4,3,3,4,1,2,7,9,4,5,25,2,3,3,1,2,3,3,3,3,1,3,2,1,3,1,3,3,3,3,3,2
318,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período integral.",Até 1 salário mínimo e meio,Ensino Médio incompleto.,De 3 a 4 salários mínimos,Ciências Sociais,2° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Discordo,Não concordo nem discordo,4,3,5,2,1,2,8,6,6,4,8,5,1,3,3,2,1,2,3,2,2,1,3,2,1,3,1,3,2,2,1,1,2
319,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Até 1 salário mínimo e meio,Graduação incompleta.,De 4 a 6 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Discordo,Não concordo nem discordo,4,3,5,3,4,1,8,4,5,4,5,25,2,3,3,3,3,3,3,3,3,3,3,3,1,3,2,2,1,3,1,1,2
320,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana periférica.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Graduação completa.,De 7 a 11 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,4,4,5,2,5,1,2,5,3,4,5,25,2,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,2,1,1,3
321,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Até 3 salários mínimos,Pós-graduação completa,De 7 a 11 salários mínimos,Ciências Sociais,6° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Discordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Discordo,4,4,5,3,4,1,7,3,3,4,4,25,2,3,3,2,3,3,2,2,3,3,1,1,1,3,1,1,1,3,2,3,1
322,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,Até 3 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Não concordo nem discordo,4,3,5,3,5,1,2,7,7,4,5,25,2,3,3,2,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,1,2
323,entre 18 e 29 anos.,Homem cisgênero.,Preta.,Zona rural.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Pós-graduação completa,De 6 a 7 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,4,4,1,4,4,4,1,3,4,4,5,25,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2
324,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,Acima de 11 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,4,4,5,3,4,1,2,7,9,4,5,25,2,3,3,2,3,3,3,2,2,3,3,2,3,2,3,3,3,3,2,1,2
325,entre 18 e 29 anos.,Homem cisgênero.,Preta.,Zona urbana central.,Escola pública.,"Sim, regularmente, em período integral.",Até 1 salário mínimo e meio,Ensino Médio completo.,Até 3 salários mínimos,Ciências Exatas e da Terra,4° Período,Meus estudos são custeados integralmente por mim.,Não,Não concordo nem discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,4,4,1,3,1,2,8,7,7,6,6,31,2,2,3,3,3,1,3,1,3,3,3,1,1,3,3,3,1,2,1,3,2
326,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período parcial.",Até 1 salário mínimo e meio,Ensino Fundamental completo.,Até 3 salários mínimos,Ciências Sociais,5° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Concordo,Discordo,Discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,4,4,3,2,1,1,8,8,7,4,5,5,1,3,3,3,3,3,3,2,3,1,3,1,1,1,3,3,2,3,3,3,2
327,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Até 3 salários mínimos,Graduação completa.,Acima de 11 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,4,3,5,3,4,1,7,5,9,4,5,25,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,1,2
328,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, eventualmente.",Até 1 salário mínimo e meio,Pós-graduação completa,Acima de 11 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,4,4,5,3,4,3,8,3,9,4,5,25,2,2,3,3,3,3,2,1,1,3,2,1,1,3,3,2,2,3,3,1,2
329,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio incompleto.,Menos que 1 salário mínimo,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,4,4,5,3,4,1,2,6,2,4,5,25,2,3,3,3,3,1,3,3,2,1,3,3,2,2,2,3,2,2,1,2,2
330,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola pública.,"Sim, eventualmente.",Sem renda ou preferiu não informar,Pós-graduação completa,Até 3 salários mínimos,Ciências Sociais,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,4,4,5,3,1,3,1,3,7,4,5,25,2,3,2,3,3,3,3,2,2,3,2,2,3,2,2,2,1,3,3,2,2
331,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola pública.,"Sim, regularmente, em período parcial.",Até 1 salário mínimo e meio,Ensino Médio completo.,De 3 a 4 salários mínimos,Engenharias e Tecnologias,8° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,4,3,5,3,1,1,8,7,6,1,2,5,1,3,3,1,3,2,3,2,2,3,3,2,2,3,1,2,2,3,3,2,3
332,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Até 3 salários mínimos,Graduação completa.,Até 3 salários mínimos,Engenharias e Tecnologias,8° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Concordo,4,4,5,3,4,1,7,5,7,1,2,25,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,2,1,3,1,3
333,entre 30 e 39 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola pública.,"Sim, regularmente, em período integral.",De 7 a 11 salários mínimos,Ensino Médio completo.,De 7 a 11 salários mínimos,Ciências Exatas e da Terra,8° Período,Meus estudos são custeados integralmente por mim.,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Concordo,Discordo,Concordo,Discordo,Discordo,Concordo,3,4,5,3,1,2,3,7,3,6,2,31,2,3,3,3,3,3,3,1,1,3,3,3,1,3,1,3,1,3,1,1,3
334,entre 40 e 49 anos.,Homem cisgênero.,Parda.,Zona urbana central.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).","Sim, regularmente, em período integral.",De 6 a 7 salários mínimos,Ensino Fundamental Incompleto,De 6 a 7 salários mínimos,Engenharias e Tecnologias,9° Período,Meus estudos são custeados integralmente por mim.,Não,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,2,4,3,3,3,2,4,9,4,1,1,31,2,2,3,3,3,3,3,2,2,1,3,1,1,1,3,3,2,3,3,3,3
335,entre 50 e 59 anos.,Homem cisgênero.,Branca.,Zona urbana periférica.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período integral.",De 3 a 4 salários mínimos,Ensino Médio completo.,De 4 a 6 salários mínimos,Engenharias e Tecnologias,8° Período,Tenho bolsa de estudos parcial pelo Bolsa Social PUC Minas.,Não,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Discordo,1,4,5,2,4,2,6,7,5,1,2,4,2,1,3,3,3,3,3,1,1,3,3,1,1,3,3,1,2,3,3,3,1
336,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período integral.",Até 3 salários mínimos,Graduação completa.,De 3 a 4 salários mínimos,Engenharias e Tecnologias,8° Período,Meus estudos são custeados integralmente por mim.,Não,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo,Discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,4,4,3,3,4,2,7,5,6,1,2,31,2,2,3,2,3,1,3,1,1,3,3,1,1,2,1,2,2,3,2,2,1
337,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, eventualmente.",Até 3 salários mínimos,Graduação completa.,De 3 a 4 salários mínimos,Engenharias e Tecnologias,8° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,4,4,3,3,4,3,7,5,6,1,2,25,2,2,3,3,2,1,3,2,2,3,2,1,3,3,2,1,2,3,3,2,1
338,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana central.,Escola pública.,"Sim, regularmente, em período integral.",Até 1 salário mínimo e meio,Graduação completa.,Até 1 salário mínimo e meio,Ciências Exatas e da Terra,7° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,4,4,3,3,1,2,8,5,8,6,3,5,1,3,3,2,3,2,3,2,2,2,3,2,1,1,2,3,2,3,3,2,3
